name,house_id,location,xiaoqu_address,huanxianweizhi,xiangmutese,youbian,chanquan,kaifashang,jianzhu_type,jianzhu_mianji,jianzhu_jiegou,zhandi_mianji,dangqihu_shu,loudong_shu,zonghu_shu,lvhua_lv,rongji_lv,wuye_gongsi,wuye_fee,wuye_phone,wuye_type,wuye_address,gps_x,gps_y,built_time
中海九号公馆小区网,9haogongguanzh,高新区 市一医院,高新区万象南路199号,：三至绕城,"地铁沿线,豪华居住区",610094,70年产权,中海嘉泓房地产开发有限公司,板塔结合,300000平方米,框剪,79000平方米,1491户,11栋,1491户,40%,3.80,成都中海物业管理有限公司,3.98元/平米·月,,住宅,,104.05644226074219,30.586305618286133,2014-09-30
恒大绿洲小区网,hengdalvzhou028,龙泉 大面,龙泉银河路118号,：绕城以外,"宜居生态地产,打折优惠楼盘",610100,70年产权,成都恒大银河新城置业有限公司,板塔结合 小高层 高层,600000平方米,框架结构,150000平方米,1100户,59栋,3497户,38%,4.10,广州金碧物业成都有限公司,1.60元/平米·月,028-88423254,住宅,恒大绿洲20栋1楼,104.18438720703125,30.573951721191406,2008-07-27
昂世半山观邸,banshanguandias,龙泉 阳光城,龙泉驿同安街道办事处阳光大道8号(博瑞...,：绕城以外,"花园洋房,山景地产",610100,昂世半山观邸普通住宅产权为70年,四川星原房地产开发有限公司,板楼 多层,88265平方米,,43025平方米,335户,17栋,335户,30%,1.34,2.60元/㎡·月,2.60元/㎡·月,,住宅,,104.32273864746094,30.617151260375977,2017-06-01
朗诗南门绿郡,nanmenlujunbcls,高新区 大源,高新区天府三街与康华路交汇处南侧155号,：绕城以外,"品牌地产,科技住宅",610094,"北辰朗诗南门绿郡普通住宅产权为70年,联...",成都辰诗置业有限公司,板楼 塔楼 低层 高层,158590平方米,,63605平方米,318户,5栋,1074户,30%,2.55,南京朗诗物业管理有限公司成都分公司,3.30元/㎡·月,,住宅,,104.04135131835938,30.551021575927734,2018-04-01
建发天府鹭洲小区网,tianfuluzhoujf,高新区 大源,高新区南华路188号,：绕城以外,"景观居所,公园地产,打折优惠楼盘",610016,住宅产权70年，公寓产权40年,成都建发置业有限公司,板塔结合 高层,271566平方米,框剪,89406平方米,671户,5栋,671户,35%,4.28,怡家园物业管理有限公司,2.80元/平方米·月,028-65944666,住宅,小区中庭负一楼,104.04468536376953,30.558671951293945,2012-07-31
麓山国际社区茵特拉肯小区网,yintelaken,天府新区 麓山,天府新区麓山大道二段6号,：绕城以外,"地铁沿线,打折优惠楼盘",610213,住宅产权年限70年,成都万华房地产开发有限公司,塔楼 小高层 高层,3150平方米,,6000平方米,368户,19栋,368户,66%,1.90,成都麓山物业管理有限公司,2.20元/平米·月,,住宅,麓镇,104.10576629638672,30.48731803894043,2015-12-31
成都ICC小区网,chengduicc,锦江 攀成钢,锦江东大路二环路外沙河畔,：二至中环,"景观居所,复合地产,地铁沿线",610065,成都ICC天曜普通住宅产权为70年,祥宝投资（成都）有限公司,板楼 高层 超高层,1200000平方米,,205300平方米,2359户,11栋,2359户,18%,6.10,启胜物业管理公司,4.50元/平方米·月,,住宅,,104.1228256225586,30.639982223510742,2012-12-01
林溪康城,linxikangcheng,龙泉 龙泉驿,龙泉驿同安街办（阳光城）幸福大道（国...,：绕城以外,"山景地产,湖景地产,不限购",610100,林溪康城普通住宅产权为70年,成都品元投资管理有限公司,塔楼 高层 超高层,505120平方米,,58981平方米,3694户,1栋,3694户,30%,5.51,法士达物业,2.18元/㎡·月,,住宅,,104.30086517333984,30.613786697387695,2017-12-01
龙湖世纪峰景,longhushiji,高新区 新会展,高新区世纪城新会展中心（天鹅湖畔）,：绕城以外,"水景地产,豪华居住区,打折优惠楼盘",610094,龙湖世纪峰景普通住宅产权为70年,龙湖地产,板楼 超高层,590000平方米,,59333平方米,2534户,10栋,2534户,40%,8.90,成都龙湖物业服务有限公司,3.00元/㎡·月,,住宅,,104.08572387695312,30.563308715820312,2018-01-15
绿地锦天府,jintianfuld,锦江 攀成钢,锦江通盈街88号（双桂路街道大调解协调...,：二至中环,"豪华居住区,特色别墅",610065,"绿地锦天府叠拼产权为70年,大平层产权为...",绿地集团成都锦江房地产开发有限公司,板楼 低层 高层,280000平方米,,91908平方米,1243户,6栋,1243户,30%,2.83,成都嘉诚新悦物业管理有限公司,5.80元/㎡·月,,住宅,,104.11077117919922,30.636394500732422,2013-06-01
中国铁建北湖国际城,beihuguojichengzgtj,成华 龙潭寺,成华东三环路一段外侧（石室中学对面）,：三至绕城,"湖景地产,旅游地产",610052,中国铁建北湖国际城普通住宅产权为70年,中铁房地产集团四川有限公司,塔楼 高层 超高层,973434平方米,成华,261822平方米,9000户,6栋,9000户,30%,3.41,中铁建（北京）物业管理有限公司成都分公司,2.50元/㎡·月,,住宅,,104.16571807861328,30.714427947998047,2018-01-20
雅居乐富春山居,fuchunshanjuyjl028,天府新区 麓山,天府新区麓山大道二段19号,：绕城以外,山景地产,610213,雅居乐富春山居普通住宅产权为70年,四川雅居乐房地产开发有限公司,板楼 高层,20000平方米,,40000平方米,200户,2015-12-01,200户,35%,1.50,麓山大道二段19号,4.00元/㎡·月,,住宅,,104.14309692382812,30.484840393066406,2015-12-01
凯德世纪名邸,shijimingdikd,高新区 大源,高新区天府一街（高新七中旁）,：绕城以外,科技住宅,610094,凯德世纪名邸项目普通住宅产权为70年,凯德中国,板塔结合 小高层 高层 超高层,300000平方米,,133333平方米,2003户,4栋,2003户,68%,3.10,置信物业,2.80元/㎡·月,,住宅,,104.04403686523438,30.568204879760742,2018-04-01
隆鑫印象东方,yinxiangdongfanglx,成华 东客站,成华东三环万科路（凯德广场魅力城店向...,：三至绕城,"山景地产,科技住宅",610058,隆鑫印象东方普通住宅产权为70年,成都成华瑞渝置业有限公司,塔楼 高层,160000平方米,,36397平方米,941户,6栋,941户,40.85%,2.90,2.18元/㎡·月,2.18元/㎡·月,,住宅,,104.16786193847656,30.63054847717285,2018-09-01
世纪城天鹅湖小区网,tianehusjc,高新区 新会展,高新区世纪城路166号,：三至绕城,"公园地产,景观居所",610094,70年产权,成都世纪城新国际会展中心有限公司,塔楼 超高层,1800000平方米,框剪结构,1002672平方米,3000户,21栋,3000户,53%,1.79,成都世纪城物业管理有限公司,1.80元/平米·月,208-85330022,住宅,17栋一楼,104.0787124633789,30.559995651245117,2007-03-07
朗基御今缘,yujinyuanlj,高新区 大源,高新区天府四街1999号,：绕城以外,科技住宅,610094,"朗基御今缘普通住宅产权为70年,叠拼产权...",成都市朗源房地产开发有限公司,板楼 低层 高层,161687平方米,,56732平方米,1408户,4栋,1408户,30.16%,2.85,成都爱地阳光物业管理有限公司,3.00元/㎡·月,,住宅,,104.03734588623047,30.54846954345703,2018-04-01
中海城南一号小区网,chengnan1haozh,高新区 金融城,高新区交子大道199号,：三至绕城,"地铁沿线,低密居所,打折优惠楼盘",610016,住宅产权为70年,中海振兴（成都）物业发展有限公司,板楼 高层,320000平方米,框剪,150000平方米,2049户,17栋,2049户,60%,2.85,中海振兴物业（成都分公司）,3.00元/平米·月,028-85318000,住宅,1栋2单元,104.0635986328125,30.58609962463379,2012-04-01
三利麓山城,lushanchengsl,天府新区 麓山,天府新区人民南路南延线麓山大道（成都...,：绕城以外,"地铁沿线,宜居生态地产,公园地产",610213,"三利麓山城项目普通住宅产权为70年,大平...",四川三利房地产有限责任公司,塔楼 低层 小高层 高层 超高层,600000平方米,,502000平方米,1457户,3栋,1457户,35%,3.00,成都平安物业有限责任公司,2.10元/㎡·月,,住宅,,104.0997314453125,30.491682052612305,2016-04-30
海伦春天,hailunchuntian028,天府新区 华阳,天府新区牧华路三段1789号(牧华路与站华...,：绕城以外,,610213,"海伦春天普通住宅产权为70年,叠拼产权为...",成都太华置业有限公司,板塔结合 低层 高层 超高层,331816平方米,,76972平方米,2018户,2018-05-01,2018户,30%,2.99,牧华路三段1789号(牧华...,1.80元/㎡·月,,住宅,,104.04881286621094,30.492582321166992,2018-05-01
成华奥园广场,dadongzhan,成华 万年场,成华万年场东中环崔家店路418号 (崔家店...,：二至中环,"品牌地产,地铁沿线",610052,成华奥园广场普通住宅产权为70年,成都宜华置业有限公司,板塔结合 高层 超高层,900000平方米,,200000平方米,973户,4栋,973户,30%,3.50,四川艾明物业管理有限公司,2.60元/㎡·月,,住宅,,104.14076232910156,30.66735076904297,2016-12-01
合能枫丹铂麓,henengxingfulushan,天府新区 麓山,天府新区沈阳路万安体育公园旁,：绕城以外,,610213,"合能枫丹铂麓普通住宅产权为70年,花园洋...",成都兴露置业有限公司,板楼 塔楼 多层 小高层 高层 超高层,1030000平方米,,272000平方米,5000户,2018-04-25,5000户,35%,1.95,沈阳路万安体育公园旁,2.00元/㎡·月,,住宅,,104.1178207397461,30.484758377075195,2018-04-25
雅居乐花园,yajulehuayuancd,天府新区 麓山,天府新区麓山大道2段19号（龙福路与麓山...,：绕城以外,,610213,雅居乐十里花巷普通住宅产权为70年,四川雅居乐房地产开发有限公司,板楼 低层 小高层 高层 超高层,770943平方米,天府新区,318672平方米,3747户,83栋,10000户,30%,1.72,中山雅居乐物业管理服务有限公司成都分公司,3.80元/㎡·月,,住宅,,104.14320373535156,30.484851837158203,2018-09-01
百悦城,baiyuecheng,龙泉 龙泉驿,龙泉驿成龙大道中段（希尔顿酒店旁）,：绕城以外,"地铁沿线,宜居生态地产,公园地产,教育地...",610101,百悦城普通住宅产权为70年,成都百城投资公司,板塔结合 多层 高层 超高层,209160平方米,,84000平方米,2261户,32栋,3841户,60%,2.49,赛特物业,1.80元/㎡·月,,住宅,,104.1890869140625,30.584491729736328,2017-12-01
泊景湾小区网,bojingwan028,武侯 内双楠,武侯龙腾中路12号,：二至中环,,610047,70年产权,成都市瑞合实业有限责任公司,塔楼 多层 高层,110000平方米,框剪,29013平方米,852户,6栋,852户,40%,3.79,成都市瑞合实业有限责任公司,1.60元/平米·月,028-87532001,住宅,6栋5单元旁独栋1楼,104.02092742919922,30.659992218017578,2008-01-01
维多利亚公寓小区网,weiduoliya028,高新区 神仙树,高新区紫瑞大道188号,：二至中环,,610093,70年产权,上海绿地集团成都公司,板楼 小高层,235560平方米,框架,120667平方米,1657户,11栋,1657户,38%,1.95,成都蜀信物业管理有限公司,1.50元/平米·月,028-85076932,住宅,2栋1楼,104.04785919189453,30.62013053894043,2005-10-01
森宇美茵河谷小区网,meiyinhegusy,温江 光华大道,温江同兴东路398号,：绕城以外,宜居生态地产,611130,70年,成都森宇实业集团有限公司,塔楼 多层 小高层,140000平方米,框架,72000平方米,1164户,14栋,1164户,50%,1.94,森宇物业,1.20元/平米·月,028-82606688,住宅,1栋2单元1楼,103.87907409667969,30.692678451538086,2007-08-30
金沙国际花园小区网,guojihuayuanjs,金牛 蜀汉路,金牛黄苑街8号（金沙遗址西北方向100米...,：中至三环,,610031,70年产权,成都合力达房产公司,板楼 多层,54197平方米,框剪,21678平方米,354户,11栋,354户,33%,2.50,四川忠信物业管理有限公司,0.80元/平米·月,028-68110198,住宅,,104.0159683227539,30.693811416625977,2005-11-01
郫县置信逸都花园小区网,yiduhuayuanpxzx,郫都区 郫县区,郫都区南北大道168号（蜀新大道屈家院子...,：绕城以外,"地铁沿线,公园地产",611730,置信逸都普通住宅产权为70年,成都置信实业（集团）有限公司,板塔结合 高层,1050000平方米,,183998平方米,1072户,14栋,1072户,30%,4.00,成都合达物业管理有限责任公司,1.50元/㎡·月,,住宅,,103.91573333740234,30.80805778503418,2014-01-01
华宇西城雅郡,xichengyajunhy,金牛 国宾,金牛金泉街道高家社区2组金科苑南街（金...,：三至绕城,不限购,610037,华宇西城雅郡普通住宅产权为70年,成都华宇业瑞房地产开发有限公司,板塔结合 高层,86339平方米,,23812平方米,650户,1栋,650户,35%,2.40,重庆华宇物业服务有限公司成都分公司,2.40元/㎡·月,,住宅,,103.9929428100586,30.7127742767334,2017-01-07
卓锦城五期小区网,zhuojincheng,锦江 三圣乡,锦江国香街593号,：三至绕城,,610011,70年产权,成都盛吉立房地产开发有限公司,塔楼 高层,129514平方米,框架,29207平方米,1800户,9栋,1800户,30%,4.43,成都家园物业管理公司,1.80元/平米·月,028-66503662,住宅,2栋1单元左侧,104.1448974609375,30.60319709777832,2011-01-01
华润橡树湾,xiangshuwanhr028,郫都区 郫县区,郫都区西区大道1398号（西华大学旁）,：绕城以外,地铁沿线,610097,华润橡树湾普通住宅产权为70年,成都蜀都华润置地有限公司,板塔结合 多层 高层,660000平方米,,132038平方米,7000户,32栋,7000户,30%,4.00,成都华润置地物业管理有限公司,2.40元/㎡·月,,住宅,,103.94979095458984,30.773591995239258,2013-06-20
世纪金沙小区网,shijijinsha,青羊 内金沙,青羊蜀辉路235号（城西青羊大道金沙遗址...,：中至三环,宜居生态地产,610031,70年,成都明信房地产开发有限公司,板楼 高层,13783平方米,框剪,4078平方米,875户,3栋,875户,35%,3.38,齐力物业,1.20元/平米·月,028-86636839,住宅,9栋一楼,104.00568389892578,30.68880844116211,2009-12-01
麓山国际社区云曦台小区网,yunxitails,天府新区 麓山,天府新区人民南路南延线麓山大道二段六...,：绕城以外,"景观居所,地铁沿线,教育地产",610225,住宅产权年限70年,成都万华房地产开发有限公司,板楼 高层,159166平方米,框架,32011平方米,1308户,7栋,1308户,34%,4.87,成都麓山物业管理有限公司,2.00元/平米·月,,住宅,,104.09192657470703,30.490413665771484,2015-11-01
锦绣华都小区网,jinxiuhuadu028,双流 双流城区,双流三强路北二段88号,：绕城以外,,610200,70年,成都市华兴住宅房地产开发有限公司,板楼 低层 多层 小高层,300000平方米,框架,160000平方米,1800户,83栋,1800户,41%,1.88,四川悦华置地物业管理有限公司,0.60元/平米·月,85811266,住宅,三强北路二段东区,103.94140625,30.580942153930664,2005-01-01
保利心语四期小区网,baolixiangxue028,高新区 大源,高新区荣华南路366号,：绕城以外,"宜居生态地产,地铁沿线,打折优惠楼盘",610002,70年产权,保利地产,塔楼 高层,275898平方米,框架剪墙.,43822平方米,2734户,5栋,2734户,23%,4.78,成都蜀信物业服务有限公司,2.00元/平米·月,028-8541253,住宅,4栋楼下,104.05131530761719,30.551820755004883,2013-12-31
家益欣城小区网,jiayixincheng,天府新区 华阳,天府新区元景路99号,：绕城以外,,610213,70年产权,中石油集团,板楼 多层,326000平方米,多层和花园洋房为砖混，电梯为框架结构,117000平方米,1800户,30栋,1800户,60%,2.79,小区物业,1.20元/平米·月,028-88873111,住宅,7栋2单元楼下,104.05775451660156,30.53721809387207,2010-01-01
华宇锦城名都小区网,jinchengmingduhy,金牛 交大路,金牛银河北街198号,：二至中环,宜居生态地产,610036,70年产权,成都华宇业瑞地产开发有限公司,塔楼 高层,380000平方米,框架,68000平方米,3500户,2008-09-27,2056户,29.85%,5.59,银河北街198号,1.80元/平米·月,028-85608298,住宅,3栋1楼,104.04765319824219,30.707130432128906,2008-09-27
峰度天下小区网,fengdutianxia028,高新区 大源,高新区剑南大道中段555号,：绕城以外,"地铁沿线 ,教育地产",610094,住宅产权70年,成都松芝置业有限公司,板楼 高层,201490平方米,框剪,29968平方米,1620户,2栋,1620户,15%,5.00,成都合力物业服务有限公司,2.60元/平米·月,,住宅,,104.05390930175781,30.56618881225586,2015-12-31
大成天府景秀小区网,dachengtianfujingxiu,双流 双流城区,双流广都大道189号,：绕城以外,,610225,70年,四川大成建设开发有限公司,板楼 多层,260000平方米,混合,244301平方米,1680户,46栋,1680户,45%,1.06,0.70元/平米·月,0.70元/平米·月,028-65555333,住宅,1栋楼下,103.93790435791016,30.563522338867188,2005-01-01
卓锦城六期小区网,zhuojincheng,锦江 三圣乡,锦江国香街780号,：三至绕城,"小户型,宜居生态地产,低密居所,教育地产...",610066,住宅70年产权,成都盛吉立房地产开发有限公司,塔楼 高层,200000平方米,框剪,60000平方米,2084户,22栋,2084户,30%,3.00,成都家园物业管理公司,2.00元/平米·月,028-85459666,住宅,卓锦城四期6栋,104.14417266845703,30.601015090942383,2014-01-01
格林君典小区网,gelinjundian,高新区 中和镇,高新区朝阳路296号,：绕城以外,,610016,70年,新景实业,板楼 多层 小高层 高层,124895平方米,框架,53333平方米,,9栋,,30.60%,1.36,成都申和物业有限公司,1.50元/平米·月,85659988,住宅,一栋二单元一楼,104.10226440429688,30.56650733947754,2007-01-01
成都国韵村,chengduguoyuncun,双流 双流城区,双流东升镇航都大街三段78号（迎龙花园...,：绕城以外,"宜居生态地产,公园地产,地铁沿线",610299,成都国韵村普通住宅产权为70年,成都国奥置业有限公司,板楼 小高层,137492平方米,,68569平方米,238户,19栋,847户,35.15%,2.01,成都国奥置业有限公司,1.80元/㎡·月,,住宅,,103.93453979492188,30.597890853881836,2014-12-01
百维广场公寓小区网,baiweiguangchanggongyu,郫都区 红光,郫都区高店路西段228号,：绕城以外,,611800,40年商住两用产权,,塔楼 高层,55792平方米,框剪,10458平方米,599户,1栋,,20%,3.99,成都励志一行物业服务有限公司,2.70元/平米·月,,住宅,,103.94380950927734,30.78358268737793,2016-10-02
中铁瑞景汇中心,ruijinghuizhongxinzt,金牛 五块石,金牛区五块石与居氨东路116号,：二至中环,,610031,中铁瑞景汇中心商住公寓产权为70年,中铁八局集团成都旧城改造建设有限公司,塔楼 超高层,141889平方米,,14646平方米,622户,2018-03-01,622户,20%,6.50,区五块石与居氨东路11...,2.80元/㎡·月,,住宅,,104.0794448852539,30.706478118896484,2018-03-01
中铁瑞景澜庭小区网,ruijinglantingzt,温江 光华大道,温江花都大道西段266号,：绕城以外,"景观居所,花园洋房,打折优惠楼盘",611130,70年,中铁八局,板楼 多层,130106平方米,砖混,72000平方米,410户,25栋,837户,40%,1.42,小区物业,1.20元/平米·月,,住宅,小区正门,103.87603759765625,30.700376510620117,2012-03-01
三利宅院福邸小区网,zhaiyuanfudisl,高新区 中和镇,高新区高新区中和大道一段98号,：绕城以外,"特色别墅,宜居生态地产",610016,,四川三利房地产有限公司,联排 独栋,106478平方米,,130667平方米,357户,12栋,357户,50%,0.78,3.00元/平方米·月,3.00元/平方米·月,,别墅,,104.0865707397461,30.551773071289062,2010-12-31
芙蓉古城小区网,furonggucheng,温江 永宁镇,温江芙蓉路333号,：绕城以外,"水景地产,特色别墅,宜居生态地产",611130,70年,成都置信实业（集团）有限公司,独栋 双拼,74644平方米,框架,97573平方米,184户,100栋,2000户,71.40%,0.77,成都蜀信物业服务有限公司,1.50元/平米·月,,别墅,,103.92596435546875,30.717573165893555,2003-06-01
光华逸家小区网,guanghuayijia,青羊 万家湾,青羊青羊区光华东三路401号,：三至绕城,"复式,创意地产,公园地产",610031,住宅产权70年,成都市国嘉志得置业有限公司,板楼 高层,363311平方米,框架,76000平方米,440户,14栋,2115户,30%,3.60,成都国嘉物业管理有限公司,2.30元/平米·月,028-86141001,住宅,1栋1楼,103.97209930419922,30.675508499145508,2014-06-01
中粮锦云小区网,zhongliangjinyun028,成华 万年场,成华杉板桥路沙河锦云长滩公园内,：二至中环,"地铁沿线,低密居所,公园地产,花园洋房,...",610051,"中粮锦云普通住宅产权为70年,花园洋房产...",成都中粮锦悦置业有限公司,板塔结合 小高层 高层,250000平方米,,60667平方米,1892户,14栋,1892户,30%,3.00,中粮地产集团深圳物业管理有限公司成都分公司,2.60元/㎡·月,,住宅,,104.13130187988281,30.671159744262695,2015-08-01
中海锦城小区网,zhonghaijincheng,武侯 簇桥,武侯武侯区金履三路8号,：三至绕城,"公园地产,景观居所,打折优惠楼盘",610045,住宅产权70年,中海鼎盛房地产开发有限公司,塔楼 小高层,380000平方米,剪力墙,122666平方米,1600户,10栋,3655户,35%,2.80,中海物业管理公司,2.10元/平米·月,028-85025599,住宅,一期6栋和二期4栋,103.99412536621094,30.614362716674805,2011-12-01
嘉裕第六洲,diliuzhoujy,成都周边 崇州,成都周边崇阳大道2199号(金马湖大桥旁),：绕城以外,"复合地产,豪华居住区,水景地产,公园地产",611139,"嘉裕第六洲联排产权为70年,叠拼产权为7...",成都嘉裕房地产发展有限公司,花园洋房 联排 双拼 叠拼,1500000平方米,,1470000平方米,500户,2016-06-01,10000户,40%,1.00,崇阳大道2199号(金马湖...,3.00元/㎡·月,,别墅,,103.72803497314453,30.676105499267578,2016-06-01
育才竹岛小区网,yucaizhudao,高新区 天府软件园,高新区老成仁公路8号,：绕城以外,"地铁沿线,低密居所,打折优惠楼盘",610016,住宅产权年限70年,成都竹岛置地发展有限公司,板塔结合 高层,220000平方米,钢混结构,43280平方米,1300户,8栋,1300户,39.50%,3.90,万丰创新物业公司,1.50元/平米·月,13882119989,住宅,1栋2单元物业办公室,104.08039855957031,30.540691375732422,2008-12-31
