name,house_id,location,xiaoqu_address,huanxianweizhi,xiangmutese,youbian,chanquan,kaifashang,jianzhu_type,jianzhu_mianji,jianzhu_jiegou,zhandi_mianji,dangqihu_shu,loudong_shu,zonghu_shu,lvhua_lv,rongji_lv,wuye_gongsi,wuye_fee,wuye_phone,wuye_type,wuye_address,gps_x,gps_y,built_time
育才都市家园小区网,dushijiayuanyc,锦江 成仁路,锦江晨辉路166号,：二至中环,,610011,70年,四川嘉祥房地产开发有限公司,塔楼 多层,260000平方米,框架,166667平方米,1400户,23栋,1400户,40%,1.56,忠信物业公司,1.20元/平米·月,028-68110198,住宅,育才都市家园一栋一单元1楼,104.10720825195312,30.617595672607422,2004-01-01
兴元丽园小区网,xingyuanliyuan,武侯 新双楠,武侯顺和街2号（武侯立交内侧）,：中至三环,,610046,70年,成都兴元房地产开发有限公司,板楼 小高层,106677平方米,框架,38099平方米,2075户,10栋,2075户,31.40%,2.80,鑫元物业,1.00元/平米·月,028-66562232,住宅,B区二栋四单元,104.00595092773438,30.638031005859375,2004-09-25
多子巷小区网,duozixiangxiaoqu,青羊 天府广场,青羊多子巷13号(仁厚街泡小对面),：一环以内,,610031,70年产权,,板楼 多层,34334平方米,板式,3432平方米,300户,1栋,300户,30%,2.00,小区物管,,,住宅,,104.06546783447266,30.669462203979492,1998-01-01
城市绿舟花园小区网,chengshilvzhou028,金牛 交大路,金牛长庆路1号,：二至中环,,610036,70年产权,成都利达房地产开发公司,板楼 多层,88000平方米,框剪,27500平方米,800户,18栋,800户,40%,3.20,0.80元/平米·月,0.80元/平米·月,028-87792990,住宅,门卫室,104.04106903076172,30.712308883666992,2004-01-01
青城阳光小区网,qingchengyangguang,都江堰 青城山,都江堰大三路79号,：绕城以外,,611800,70年产权,成都岁宝房地产开发有限公司,板楼 多层,8000平方米,砖混,96667平方米,1038户,3栋,,45%,0.65,小区物业,0.80元/平米·月,,住宅,,103.5961685180664,30.893726348876953,2003-01-01
长城园小区网,changchengyuan2,青羊 天府广场,青羊小南街69号,：一环以内,,610031,70年,四川省红星房屋开发有限责任公司,板塔结合 多层 小高层 高层,120000平方米,框剪,33000平方米,654户,12栋,654户,46%,3.64,四川红星物业管理责任公司,1.50元/平米·月,028-82934516,住宅,,104.05988311767578,30.66225242614746,2001-01-01
宝泰家园小区网,baotaijiayuan,成华 八里小区,成华文德路58号,：二至中环,宜居生态地产,610066,70年产权,,塔楼 高层,220000平方米,框剪,52000平方米,1824户,6栋,1824户,40%,4.23,宝泰物业,1.80元/平米·月,028-86634210,住宅,宝泰家园5栋2单一楼,104.12262725830078,30.692415237426758,2011-12-01
绿水康城别墅小区网,lvshuikangcheng,天府新区 华阳,天府新区华阳城北新区府南河边,：绕城以外,,610213,70年,,联排,66000平方米,框架,93000平方米,308户,8栋,308户,62%,0.70,小区物业,,,别墅,,104.06206512451172,30.530372619628906,2003-01-01
中铁丽景书香,lijingshuxiangzt,温江 温江城区,温江大学城柳台大道（中医药大学正对面...,：绕城以外,"宜居生态地产,打折优惠楼盘",611130,中铁丽景书香项目普通住宅产权为70年,中国中铁八局集团房地产开发有限公司,塔楼 高层 超高层,173146平方米,,66667平方米,570户,27栋,5592户,34.93%,4.00,中铁八局物业公司,1.50元/平方米·月,,住宅,,103.81620025634766,30.68716812133789,2018-02-01
心怡德盛苑小区网,xinyideshengyuan,天府新区 华阳,天府新区龙灯山一段299号,：绕城以外,,610225,70年,成都心怡房地产开发有限公司,板楼 小高层,170229平方米,框剪,42557平方米,1800户,20栋,1800户,35%,2.00,1.25元/平米·月,1.25元/平米·月,,住宅,小区门口,104.07444763183594,30.51721954345703,2007-01-01
老会展现代城小区网,xiandaichenglhz,金牛 沙湾会展,金牛金沙路169号(沙湾会展中心),：一至二环,"复合地产,地铁沿线,打折优惠楼盘",610036,住宅产权70年，商业产权40年,成都国际会议展览中心,板塔结合 高层,800000平方米,框剪,82546平方米,2370户,7栋,2370户,15%,8.17,成都世纪城物业管理有限公司,2.00元/平米·月,(028)66012799,住宅,小区正门,104.05258178710938,30.698165893554688,2013-12-01
金沙鹭岛二期小区网,jinshaludao,青羊 内金沙,青羊蜀风路177号,：中至三环,,610031,70年,成都西部金沙鹭岛房地产开发有限责任公...,塔楼 高层,85445平方米,框架,15086平方米,534户,3栋,534户,35%,3.20,成都喜沁金沙物业管理服务有限责任公司,1.70元/平米·月,028-87383331,住宅,小区内1栋底楼,104.0074234008789,30.68684196472168,2012-01-01
橄榄郡小区网,ganlanjun,新都 新都主城区,新都静安路19号,：绕城以外,宜居生态地产,610500,70年,四川万佳实业开发有限责任公司,塔楼 高层,168001平方米,框架,133334平方米,1032户,33栋,1032户,72.90%,1.26,小区物业,1.00元/平米·月,028-83046688,住宅,,104.18990325927734,30.823318481445312,2008-03-01
清河阳光小区网,qingheyangguang,青羊 外光华,青羊月华路23号,：三至绕城,"宜居生态地产,公园地产,打折优惠楼盘",610031,70年产权,西藏荣富建设发展有限公司,塔楼 高层,304660平方米,框剪结构,62187平方米,2138户,15栋,2138户,30%,4.90,香港悦华置地物业管理有限公司,1.20元/平米·月,028-85882225,住宅,清河阳光6栋2单元,103.98973846435547,30.669233322143555,2011-08-30
佳兆业现代城小区网,xiandaichengjzy,双流 双流城区,双流东升星空路898,：绕城以外,"复合地产,低密居所,打折优惠楼盘",610200,住宅产权年限40年 ,佳兆业地产,板塔结合 低层 小高层,153152平方米,框架,93338平方米,163户,31栋,1627户,20.64%,1.64,成都佳兆业物业管理有限公司,1.60元/平米·月,81512528,住宅,,103.9386978149414,30.608022689819336,2012-12-09
蓝光锦绣城五期小区网,jinxiuchenglg,成华 成渝立交,成华和美东路177号,：中至三环,"小户型,地铁沿线,打折优惠楼盘",610051,住宅产权面积70年,四川蓝光和骏实业股份有限公司,塔楼 高层,535000平方米,框架剪力墙,88666平方米,102户,11栋,4191户,30%,4.80,嘉宝物业,2.20元/平米·月,,住宅,12栋1楼,104.16436004638672,30.633516311645508,2015-06-28
中华名园小区网,zhonghuamingyuan,武侯 新双楠,武侯顺和路12号,：中至三环,"豪华居住区,地铁沿线,打折优惠楼盘",610046,70年产权,成都武海置业有限公司,塔楼 高层,986716平方米,框剪结构,246679平方米,1658户,8栋,4000户,45%,4.00,成都创艺物业管理有限公司,1.30元/平米·月,028-85120460,住宅,1栋1楼物业办公室,104.00921630859375,30.638805389404297,2006-12-30
德意馨苑小区网,deyixinyuan,金牛 蜀汉路,金牛蜀汉路532号,：中至三环,宜居生态地产,610036,70年产权,成都市金鸿实业有限公司,板楼 多层,73000平方米,框架,43233平方米,444户,10栋,444户,51%,1.69,舜苑资产经营管理有限公司,0.60元/平米·月,028-87717734,住宅,,104.01620483398438,30.70172691345215,2003-04-28
大观城市花园二期小区网,daguanchengshihuayuan,龙泉 洪河,龙泉悦来街98号,：三至绕城,,610100,70年产权,四川经典房地产开发有限公司,板楼 小高层,34444平方米,砖混,3444平方米,340户,10栋,340户,30%,1.90,成都武城三泰物业管理公司,1.00元/平米·月,,住宅,小区正门,104.15361022949219,30.625028610229492,2000-01-01
成都后花园四期小区网,chengduhouhuayuan,郫都区 犀浦,郫都区郫县犀浦国宁东路,：绕城以外,,610800,70年产权,成都市圣沅房地产开发有限公司,塔楼 高层,232322平方米,,37795平方米,1839户,1栋,,30%,3.57,成都圣沅佳理物业管理有限公司,1.60元/平米·月,,住宅,,103.9997329711914,30.7432804107666,2016-04-28
凯丽滨江小区网,kailibinjiang,高新区 天府长城,高新区天环街680号,：三至绕城,景观居所,610094,70年,蓝光集团,板楼 高层,170000平方米,框剪,29073平方米,1054户,4栋,1054户,42.90%,5.85,成都嘉宝东方物业管理有限公司,1.80元/平米·月,028-87534539,住宅,水岸会所旁,104.08247375488281,30.597192764282227,2009-10-01
阳光100米娅中心小区网,miyazhongxinyg100,成华 东客站,成华塔山路东2.5环迎晖路交汇处（塔子山...,：中至三环,"小户型,地铁沿线,复合地产 ",610058,住宅产权70年,阳光壹佰置业（成都）有限公司,板楼 高层,300000平方米,,59970平方米,200户,9栋,1683户,30%,3.30,湖南阳光壹佰物业服务有限责任公司成都分公司,2.80元/平方米·月,,住宅,,104.14692687988281,30.643766403198242,2014-12-31
西延锦绣小区网,xiyanjinxiu,金牛 蜀汉路,金牛蜀明西路2号,：中至三环,,610036,70年,四川聚仁房地产有限公司,板楼 多层,65000平方米,砖混+框架,36000平方米,,10栋,,56%,1.81,小区物业,0.80元/平米·月,028-87579112,住宅,1栋1单元,104.01974487304688,30.70343589782715,2003-01-01
香格里拉花园小区网,xianggelila028,青羊 贝森,青羊清江中路65号,：中至三环,,610031,70年,成都海能实业股份有限公司,板楼 小高层,86623平方米,框架,35119平方米,593户,7栋,593户,50%,2.47,成都新海能物业管理有限公司,1.00元/平米·月,028-86385803,住宅,小区1栋1单元1楼,104.01258087158203,30.677783966064453,2004-06-01
红湖公园城小区网,gongyuanchenghh,新都 大丰镇,新都蓉北路二段9号,：绕城以外,"宜居生态地产,地铁沿线,打折优惠楼盘",610500,70年产权,成都红湖假日置业有限责任公司,塔楼 高层,291812平方米,框剪,86710平方米,2867户,24栋,2867户,47%,4.50,1.10元/平米·月,1.10元/平米·月,,住宅,,104.0571060180664,30.77463722229004,2013-10-01
成都后花园国宾红葉,houhuayuancd,郫都区 郫县区,郫都区国宁东路1019号（金牛宾馆向西2....,：三至绕城,地铁沿线,611700,成都后花园三期国宾红葉普通住宅产权为...,圣沅房产,塔楼 高层,350000平方米,,68886平方米,1839户,14栋,1839户,30%,3.57,成都圣沅佳理物业,1.60元/㎡·月,,住宅,,104.00443267822266,30.742313385009766,2015-07-01
碧桂园城市花园,chengshihuayuanbgy028,金牛 五块石,金牛中铁产业园旁（九道堰北站附近）,：三至绕城,科技住宅,610000,"碧桂园城市花园花园洋房产权为70年,商住...",成都市金牛碧桂园房地产开有限公司,板楼 多层 高层 超高层,250000平方米,,70666平方米,854户,2017-06-30,1580户,30%,2.55,中铁产业园旁（九道堰...,2.30元/㎡·月,,住宅,,104.10386657714844,30.77375602722168,2017-06-30
城东雅郡小区网,chengdongyajun,锦江 川师,锦江静安路368号,：中至三环,教育地产,610066,70年产权,成都恒远房地产开发有限责任公司,板楼 多层,120000平方米,框架,41560平方米,1292户,21栋,1292户,40%,1.25,成都精诚物业管理有限责任公司,0.80元/平米·月,028-89841542,住宅,小区后门物业独立办公室,104.1222915649414,30.6130313873291,2005-01-01
景尚景小区网,jingshangjing028,郫都区 郫县区,郫都区郫县景尚景街28号,：绕城以外,"宜居生态地产,景观居所 ",611700,70年产权,四川硕润置业有限公司,板塔结合 小高层 高层,78990平方米,钢混,20686平方米,696户,11栋,2104户,36%,3.82,四川硕润物业,1.20元/平米·月,028-85244628,住宅,9栋楼下,103.90304565429688,30.802242279052734,2012-05-25
中环岛小区网,zhonghuandao,高新区 金融城,高新区益州大道中段盛安街188号（铁像寺...,：绕城以外,"水景地产,宜居生态地产,公园地产",610094,中环岛普通住宅产权为70年,成都华高置业有限公司,板塔结合 高层,160800平方米,,34650平方米,674户,5栋,674户,40%,5.00,成都圣合物业管理有限公司,2.80元/㎡·月,,住宅,,104.05834197998047,30.565473556518555,2014-09-01
和信水沐天城小区网,shuimutianchenghx,新都 新都主城区,新都兴乐南路1号,：绕城以外,"水景地产,宜居生态地产,打折优惠楼盘",610500,住宅产权70年,和信房产,板塔结合 多层 小高层 高层,228477平方米,框剪,152000平方米,1336户,19栋,1336户,40.80%,1.30,和顺物业,1.00元/平米·月,,住宅,,104.19818115234375,30.808074951171875,2009-12-31
中国铁建西派澜岸,xipailananzgtj,高新区 天府软件园,高新区天府一街1566号 （剑南大道与天府...,：绕城以外,"国际化社区,地铁沿线,低密居所,复合地产...",610094,"中国铁建西派澜岸普通住宅产权为70年,叠...",成都中铁建投资有限公司,塔楼 多层 高层 超高层,270000平方米,,94666平方米,1072户,3栋,1072户,30%,2.85,中铁建（北京）物业管理有限公司成都分公司,3.70元/㎡·月,,住宅,,104.04327392578125,30.56978416442871,2018-06-01
锦苑三期小区网,jinyuan028,郫都区 犀浦,郫都区校园路381号,：三至绕城,,611700,70年产权,,板楼 多层,268555平方米,砖混,102688平方米,1103户,24栋,,30%,3.50,小区物业,1.50元/平米·月,,住宅,小区正门,103.98478698730469,30.769729614257812,2000-01-01
金仙桥路20号院小区网,jinxianqiaoluxiaoqu,金牛 花牌坊,金牛金仙桥路20号,：一环以内,,610036,,四川弘房地产集团有限公司,板楼 多层,38556平方米,砖混,10265平方米,226户,1栋,226户,30%,3.60,小区物业,0.50元/平米·月,,住宅,,104.05915069580078,30.682350158691406,2000-01-01
霏红榭小区网,feihongxiels,龙泉 龙泉驿,龙泉星光东路39号,：绕城以外,"低总价,地铁沿线",610199,住宅产权70年,成都市乐斯房地产开发公司,板塔结合 多层,500000平方米,,88748平方米,1378户,11栋,3888户,40%,4.19,好日子物业公司,1.30元/平方米·月,,住宅,,104.27239227294922,30.55405616760254,2015-12-01
会所花园小区网,huisuohuayuan,武侯 五大花园,武侯晋阳巷2号（会所印象旁边）,：中至三环,,610045,70年产权,成都晋阳房地产有限责任公司,塔楼 高层,600000平方米,框剪,167597平方米,1380户,11栋,1380户,35.57%,3.58,成都时时物业管理有限责任公司,1.00元/平米·月,028-87445109,住宅,会所花园B1栋1楼,104.00702667236328,30.653942108154297,2002-10-01
合能璞丽小区网,henengpuli028,高新区 大源,高新区南华路788号（保利心语别墅旁）,：绕城以外,"国际化社区,地铁沿线,花园洋房",610094,住宅70年、商业40年,瑞阳合能,塔楼 多层 高层,99898平方米,,33299平方米,1080户,5栋,1080户,30%,3.00,成都合能物业管理有限公司,2.80元/平方米·月,,住宅,,104.0462417602539,30.54934310913086,2017-03-01
银河花园小区网,yinhehuayuan028,龙泉 大面,龙泉大面银河路188号,：绕城以外,,610100,70年,成都龙华股份合作社,板楼 小高层,700000平方米,板式结构,666700平方米,498户,17栋,498户,40%,1.60,成都市银河物业发展有限公司,0.65元/平米·月,028-86786173,住宅,5栋背面,104.18626403808594,30.57233428955078,2006-12-01
云影苑小区网,yunyingyuan,武侯 外双楠,武侯云影路1号（二环路西一段外侧）,：二至中环,,610041,70年,置信地产,板楼 多层,86000平方米,框剪,60000平方米,1200户,13栋,1200户,40%,1.45,嘉宝物业管理有限公司,1.20元/平米·月,028-85065821,住宅,1栋物业办公室,104.02412414550781,30.653127670288086,2005-01-01
时代锦汇华庭小区网,shidaijinhuihuating,成华 理工大,成华桃华街45号(桃林路和桃源路交汇处),：二至中环,地铁沿线,610051,时代锦汇华庭普通住宅产权为70年,成都市友于商贸有限责任公司,塔楼 小高层 高层,35068平方米,,6801平方米,225户,2017-08-01,225户,30.69%,3.30,桃华街45号(桃林路和桃...,2.50元/㎡·月,,住宅,,104.12195587158203,30.68545150756836,2017-08-01
嘉年华御府小区网,jianianhuayufu028,高新区 中和镇,高新区高新区天府大道旁老成仁路77号,：绕城以外,,610036,70年,成都市嘉锦置业有限公司,塔楼 高层,360000平方米,框剪,71999平方米,,4栋,858户,37.80%,4.00,第一太平戴维斯,,,住宅,,104.08592987060547,30.541732788085938,2014-01-01
保利198蔷薇郡小区网,baoli198qiangweijun,新都 大丰镇,新都三河街道蔷薇路348号,：三至绕城,,610500,70年产权,保利开发商,塔楼 高层,180000平方米,框架,41333平方米,,11栋,1861户,45%,1.20,保利物业,2.00元/平米·月,83001138,住宅,1栋物业办公室,104.14932250976562,30.760784149169922,2014-01-01
比华利国际城二期小区网,bihualiguojicheng,锦江 川师,锦江佳宏北路36号,：中至三环,,610021,70年产权,四川南欣房地产开发有限公司,塔楼 高层,536000平方米,框剪,136767平方米,1512户,9栋,,45%,3.70,佳宏物业,1.20元/平米·月,028-84786078,住宅,二期8栋,104.13539123535156,30.6224422454834,2011-01-01
时代尊城小区网,shidaizuncheng,青羊 内光华,青羊东坡路399号,：中至三环,,610031,70年,炎华置信,板楼 高层,184183平方米,框剪,61394平方米,1033户,7栋,1033户,45%,3.09,炎华置信·洁华物业,1.56元/平米·月,028-86722430,住宅,18栋1楼,104.0014877319336,30.66573143005371,2007-07-01
鹭湖宫5区小区网,5haoshequ,温江 万春镇,温江春江西路98号,：绕城以外,"复合地产,宜居生态地产,打折优惠楼盘",611130,住宅产权年限70年,成都天府置信实业有限公司,板塔结合 高层,74134平方米,,14666平方米,432户,5栋,432户,40.48%,4.15,成都和达物业服务有限责任公司（置信和达）,1.90元/平方米·月,,住宅,,103.83562469482422,30.738046646118164,2012-12-01
金沙西园二期小区网,jinshaxiyuan028,青羊 内金沙,青羊金阳路121号,：中至三环,,610031,70年,成都天拓置业发展有限公司,板楼 多层,84139平方米,框架,49494平方米,476户,16栋,476户,40%,1.70,和盟物业,1.35元/平米·月,81709870,住宅,金沙西园二期1栋,104.01051330566406,30.685203552246094,2005-01-01
金域港湾小区网,jinyugangwan,金牛 茶店子,金牛羊西线蜀汉路349号,：中至三环,,610036,70年产权,四川港亨房屋开发有限责任公司,板楼 高层,34013平方米,框架,9878平方米,240户,3栋,240户,30%,3.44,金港物业,1.20元/平米·月,81612747,住宅,,104.02003479003906,30.700477600097656,2006-01-01
万树森林小区网,wanshusenlin,郫都区 犀浦,郫都区郫县国宁西路88号,：绕城以外,宜居生态地产,611730,70年产权,港湘房产,板楼 小高层,104865平方米,框架,66939平方米,535户,16栋,535户,38%,1.57,佳美物业管理有限公司,0.95元/平米·月,028-26658009,住宅,6栋5单元2楼,103.98057556152344,30.762826919555664,2008-12-01
锦城世家小区网,jinchengshijia028,金牛 花牌坊,金牛永陵后巷66号,：一环以内,"公园地产,打折优惠楼盘",610031,70年产权,成都人居置业有限公司,塔楼 高层,305053平方米,框剪,53258平方米,236户,10栋,1948户,30%,4.10,成都蜀信物业服务有限公司,2.60元/平米·月,028-85111999,住宅,1号楼底商,104.05514526367188,30.682132720947266,2013-11-01
北辰香麓,beichenxianglu028,高新区 大源,高新区天府四街与南华路交汇处（临近地...,：绕城以外,"品牌地产,低密居所",610041,"北辰香麓普通住宅产权为70年,叠拼产权为...",成都北辰置业有限公司,板楼 塔楼 多层 高层,150848平方米,,40393平方米,723户,2018-12-01,723户,30.26%,2.40,天府四街与南华路交汇...,3.20元/㎡·月,,住宅,,104.0394287109375,30.54802894592285,2018-12-01
博瑞都市花园小区网,dushihuayuanbr,青羊 贝森,青羊青羊大道101号,：中至三环,,610031,70年产权,成都博瑞房地产开发有限公司,板楼 多层 小高层,68000平方米,框架,46690平方米,1860户,30栋,1860户,55%,1.46,成都博瑞物业管理有限公司,1.20元/平米·月,028-81703027,住宅,2栋1楼,104.0140151977539,30.672800064086914,2004-03-03
瑞丰花园小区网,ruifenghuayuan028,双流 双流城区,双流藏卫路南二段528号,：绕城以外,"创意地产,宜居生态地产,地铁沿线,配套商...",610225,70年产权,成都兴德龙房地产有限公司,塔楼 高层,109177平方米,框架,22218平方米,957户,6栋,957户,43%,5.00,双流向阳物业管理有限责任公司,1.20元/平米·月,,住宅,小区内办公,103.92115783691406,30.5621337890625,2007-06-15
蓉铁花园小区网,rongtiehuayuan,成华 驷马桥,成华荆竹西路159号,：中至三环,,610066,70年,成都铁路局,板楼 多层,295000平方米,框剪,127300平方米,792户,2栋,792户,30%,2.32,四川建鑫物业管理有限公司,1.10元/平米·月,028-86430161,住宅,火车北站荷花池铁路宿舍内物业大楼,104.10688781738281,30.719417572021484,2009-01-01
中粮祥云国际生活区一期小区网,xiangyunguojizl,武侯 外双楠,武侯太平园中五路33号,：中至三环,,610041,70年产权,成都悦城实业有限公司,塔楼 板塔结合 多层 高层,149531平方米,框剪,88578平方米,608户,6栋,,30%,2.20,中粮地产集团深圳物业管理成都分公司,2.20元/平米·月,028-85229998,住宅,13栋1楼,104.01390838623047,30.635332107543945,2012-05-31
蓝光四叶城小区网,siyechenglg,温江 万春镇,温江温郫大道（国色天香旁）,：绕城以外,"小户型,景观居所,打折优惠楼盘",611130,70年产权,成都市温江区和骏置业有限公司,板塔结合 小高层 高层,190000平方米,框剪,46690平方米,1446户,5栋,1446户,40%,2.80,成都嘉宝管理顾问有限公司,1.70元/平米·月,028-87826263,住宅,成都市高新西区西芯大道9号,103.84424591064453,30.733495712280273,2012-12-01
宗申流溪别院小区网,liuxibieyuanzs,双流 双流城区,双流白河路二段99号,：绕城以外,,610200,50年产权 ,成都诚裕房地产开发有限公司,板楼 多层,109200平方米,砖混,69100平方米,704户,19栋,704户,46.97%,1.58,悦华置地,0.60元/平米·月,,住宅,,103.92024993896484,30.571796417236328,2005-01-01
文星花园小区网,wenxinghuayuan028,双流 航空港,双流新安路43号,：绕城以外,,610225,70年产权,四川大学,板楼 高层,34574平方米,框剪,10265平方米,112户,20栋,112户,30%,3.42,0.85元/平米·月,0.85元/平米·月,85999929,住宅,小区1号门门口,103.98861694335938,30.558080673217773,2010-01-01
世家东部时空小区网,dongbushikongsj,成华 八里小区,成华府青路三段22号,：二至中环,"水景地产,地铁沿线",610051,70年,四川世家置业有限公司,塔楼 高层,105177平方米,框架,16069平方米,833户,3栋,833户,25%,4.99,成都嘉迅物业管理有限公司,1.50元/平米·月,,住宅,东部时空3栋下面,104.11383819580078,30.6960506439209,2013-03-21
龙湖翠微清波A区小区网,cuiweiqingbo,青羊 外金沙,青羊金福路419号,：三至绕城,"宜居生态地产,低密居所,景观居所",610031,70年产权,龙湖地产,板楼 高层,318358平方米,框架,84000平方米,1937户,8栋,1937户,30%,3.79,重庆新龙湖物业管理有限公司,2.00元/平米·月,028-61332608,住宅,金福路239号,103.99046325683594,30.68525505065918,2007-01-01
绿地国际花都三期,guojihuadould,郫都区 郫县区,郫都区西四环蜀都新城创智东二路68号（...,：绕城以外,"地铁沿线,公园地产",611700,绿地国际花都普通住宅产权为70年,上海绿地集团成都申蓉房地产开发有限公...,板楼 高层 超高层,900000平方米,,208668平方米,7152户,20栋,7152户,35%,3.90,重庆泓山物业,1.90元/㎡·月,,住宅,,103.90665435791016,30.79541015625,2014-05-01
金沙西园四期小区网,jinshaxiyuan028,青羊 内金沙,青羊金鹏街109号,：中至三环,豪华居住区,610031,70年产权,成都天拓置业发展有限公司,塔楼 高层,500000平方米,框剪,306748平方米,1177户,8栋,1177户,35%,3.60,1.80元/平米·月,1.80元/平米·月,028-81710371,住宅,金沙西园二期1栋1楼,104.00933074951172,30.682846069335938,2009-11-01
星光华印象,xingguanghuayinxiang,温江 光华大道,温江光华大道三段临温泉大道路口（4号线...,：绕城以外,不限购,611130,住宅70年产权,成都卉森新世界实业有限公司,塔楼 高层 超高层,371375平方米,,48442平方米,1449户,2栋,1449户,30.95%,5.63,成都安瑞详物业管理有限公司,1.90元/平方米·月,,住宅,,103.87763977050781,30.68461036682129,2017-04-01
格凌兰,gelinglan,温江 光华大道,温江凤溪大道333号（温江区政府新办公区...,：绕城以外,"创意地产,宜居生态地产,打折优惠楼盘",611130,格凌兰普通住宅产权为70年,成都豪运置业,塔楼 高层,450000平方米,,83250平方米,192户,14栋,3670户,35%,4.21,戴德梁行顾问,1.60元/㎡·月,,住宅,,103.85393524169922,30.69063377380371,2016-04-01
海峡新城小区网,haixiaxincheng,温江 温江城区,温江柳台大道东段61号,：绕城以外,,611130,70年,成都金强实业有限公司,板楼 多层,700000平方米,框架,670000平方米,540户,83栋,540户,45%,1.04,成都住邦物业有限公司,0.80元/平米·月,028-82717999,住宅,14栋楼下,103.83251953125,30.693561553955078,2007-01-01
芙蓉花园小区网,furonghuayuan028,青羊 天府广场,青羊西安北路2号,：一环以内,,610031,70年产权,成都成达房地产发展有限公司,塔楼 小高层,62100平方米,框剪,31050平方米,506户,2栋,506户,34.50%,2.00,1.41元/平米·月,1.41元/平米·月,028-87792900,住宅,,104.05609893798828,30.67487907409668,2002-01-01
南城都汇三A期小区网,nanchengdouhui028,高新区 市一医院,高新区雍翠璐303号,：三至绕城,,610016,70年,和记黄埔地产（成都）有限公司,塔楼 高层,,框架,,1548户,16栋,28048户,40%,3.78,家利物业,2.50元/平米·月,028-86660066,住宅,高新区成都南三环路四段益州大道,104.05532836914062,30.596506118774414,2013-03-23
天邑花园小区网,tianyihuayuan2028,青羊 西南财大,青羊二环路西一段99号,：二至中环,,610031,70年,成都天邑房地产开发有限公司,板楼 多层,210000平方米,框剪,101333平方米,1500户,7栋,1500户,51%,2.07,泰安物业,1.20元/平米·月,028-87314164,住宅,小区3号楼1单元1楼,104.02649688720703,30.66481590270996,2006-01-01
金南园小区网,jinnanyuan,天府新区 华阳,天府新区天府大道南段1290号,：绕城以外,,610213,70年产权,成都三佳房地产有限公司,板楼 多层,172275平方米,砖混,53336平方米,850户,37栋,850户,40%,3.23,小区物业,0.55元/平米·月,85604343,住宅,13栋,104.0751724243164,30.51410675048828,2004-01-01
地源吾舍小区网,diyuanwushe,天府新区 华阳,天府新区协和下街80号,：绕城以外,,610225,70年产权,,塔楼 高层,,框架,,426户,3栋,426户,37%,2.14,小区物业,1.20元/平米·月,,住宅,,104.05018615722656,30.52033233642578,2010-11-30
瀚林花园小区网,hanlinhuayuan028,成华 八里小区,成华二环路东一段28号,：二至中环,宜居生态地产,610066,70年产权,成都国信新产业房地产开发有限公司,塔楼 小高层,219919平方米,框架,78536平方米,1836户,25栋,1836户,40%,2.80,成都家园物业管理公司,1.20元/平米·月,028-68612837,住宅,22栋,104.11465454101562,30.68538475036621,2007-01-01
米兰小筑小区网,milanxiaozhu,青羊 八宝街,青羊人民中路三段4号,：一环以内,,610031,70年产权,四川禾力实业有限责任公司,塔楼 高层,19953平方米,框剪,2494平方米,312户,1栋,312户,30%,8.00,天怡一嘉物业管理有限公司,1.20元/平米·月,,住宅,,104.07486724853516,30.67966079711914,2005-01-01
二十一世纪花园三期小区网,ershiyishijihuayuan,青羊 贝森,青羊贝森路111号,：中至三环,,610074,70年产权,成都高频房地产公司,板楼 多层,59283平方米,钢混,23317平方米,1514户,13栋,1514户,30%,2.50,成都恒硕物业管理有限责任公司,1.20元/平米·月,028-81703845,住宅,,104.00611877441406,30.674802780151367,2003-11-01
世茂城二期小区网,shimaocheng,龙泉 大面,龙泉大面镇天鹅西湖南路1号,：绕城以外,现房,610104,70年产权,成都世茂置业有限公司,塔楼 多层 高层,1800000平方米,框剪,533333平方米,1806户,32栋,,70%,2.47,世茂物业,1.80元/平米·月,,住宅,,104.19155883789062,30.577159881591797,2013-01-30
双楠家园小区网,shuangnanjiayuan,武侯 内双楠,武侯惠民街109号,：一至二环,,610041,70年,成都新世宇有限公司,板楼 小高层,,框剪,,120户,1栋,120户,30%,3.60,家园物业,1.20元/平米·月,,住宅,,104.03804016113281,30.649818420410156,2001-01-01
麓山国际水晶岗小区网,lushanguojishuijinggang,双流 麓山,双流麓山大道二段6号,：绕城以外,,610225,,成都万华房地产开发有限公司,联排,3796平方米,,10262平方米,102户,100栋,102户,27.40%,0.37,成都麓山物业管理有限公司,3.50元/平米·月,,别墅,,104.09577178955078,30.483510971069336,2006-01-01
宜家HOME小区网,yijiahome,锦江 红星路,锦江东安北路20号,：一环以内,,610021,70年产权,成都合力达房产开发有限公司,板楼 小高层,15000平方米,板楼,5000平方米,270户,1栋,270户,10%,3.00,小区物业,0.60元/平米·月,028-86623652,住宅,,104.09781646728516,30.66457748413086,2004-01-01
丽景华庭二期小区网,lijinghuating028,武侯 外双楠,武侯龙腾西路3号（清水河桥外300米）,：二至中环,,610041,70年产权,成都市陇海房屋建设开发有限公司,板楼 小高层 高层,26700平方米,塔楼,11685平方米,,2006-07-06,2400户,35%,3.70,龙腾西路3号（清水河桥...,1.50元/平米·月,028-64690722,住宅,丽景华庭二期7栋二单元,104.01606750488281,30.65680694580078,2006-07-06
